1454,1423.0,120.53333333333333,118.43
5604,1446.3,114.32000000000001,118.703
2311,1559.0,84.26666666666667,81.14
1460,1617.5,68.66666666666666,53.663
4370,1623.1,67.17333333333335,90.671
4375,1658.5,57.73333333333332,54.023
5606,1743.0,35.19999999999999,60.223
3839,1750.2,33.28,37.683
5609,1809.2,17.546666666666653,23.757
5450,1817.6,15.3066666666667,12.947
4371,1428.4,119.0933333333333,118.677
5605,1546.0,87.73333333333333,73.073
3826,1663.9,56.29333333333332,43.72
5790,1695.0,48.0,
