5610,1569.22,81.54133333333333,
5611,1578.94,78.94933333333331,
5612,1593.66,75.02399999999997,
5613,1619.65,68.0933333333333,
4904,1639.75,62.73333333333332,84.572
5614,1644.08,61.57866666666669,
4901,1644.75,61.400000000000006,93.454
3758,1645.1,61.3066666666667,93.06
5615,1700.03,46.658666666666676,
5616,1744.87,34.701333333333366,
5294,1757.67,31.287999999999982,22.365
5617,1770.62,27.834666666666692,
5618,1783.55,24.386666666666684,
4160,1802.58,19.312000000000012,66.413
5619,1830.44,11.882666666666665,
3757,1848.0,7.199999999999989,87.266
5620,1872.86,0.570666666666682,
4168,1887.26,-3.2693333333333214,37.68
3755,1914.5,-10.533333333333331,31.235
5621,1924.35,-13.159999999999968,
5622,1959.83,-22.621333333333325,
5623,1963.03,-23.47466666666665,
4164,1979.56,-27.882666666666665,62.741
5624,2003.53,-34.27466666666666,
4170,2005.95,-34.920000000000016,51.981
4917,2054.6,-47.89333333333332,24.45
5625,2060.4,-49.440000000000026,
5626,2094.67,-58.57866666666666,
4915,2094.67,-58.57866666666666,7.113
5627,2277.7,-107.3866666666666,
5628,2334.54,-122.54399999999998,
